Աղջիկ,Գեղարքունիք,Զոլաքար,19-22,,Բանաստեղծություններ,,,Դետեկտիվ.,Դրամա,,Հեքիաթ,,,,,,,,,Շարլոթ Բրոնտե Ջեյն Էյր,Ջեկ Լոնդոն Գարեհատիկ Ջոնը,Հենրի Հագարդ Մոնթեսումայի դուստրը,Մուրացան Գևորգ Մարզպետունի,Ռիչարդ Բախ Ջոնաթան Լիվինգսթոն ճայը,Շիրվանզադե Նամուս Պատվի համար,Գաբրիել Գարսիա Մարկես Սերը ժանտախտի օրերին,Վարդգես Պոտրոսյան Ապրած և չապրած տարիներ Վերջին ուսուցիչը,Ավետիք Իսահակյան Աբու Լալա Մահարի,,Գոհար Նավասարդյան Ինձ պիոններ չնվիրես ,Թքած ունենալու նուրբ արվեստը,Դորիան Գրեյի դիմանկարը,,,,,,,,Պարույր Սևակ,Վարդգես Պետրոսյան,Գաբրիել Գարսիա Մարկես,Վահան տերյան,Ջեկ Լոնդոն,,,,,
Աղջիկ,Արմավիր,,15-18,Արկածային,,,,,,,,,,,,,,,,Բռնիր ձեռքս ես վախենում եմ,Քաոս,Կախվածություն,Իմ ինքնասպանությունից 50 օր առաջ,,,,,,,Վարդգես Պետրոսյան Ապրած և Չապրած տարիներւ,Պատվի համար,Նամուս,Մանո Լենսկո,,,,,,,Շիրվանզադե,Պարյուր Սևակ,Հովհանես Թումանյան ,Խաչատուր Աբովյան,,,,,,
Աղջիկ,Շիրակ,,15-18,,,Դասական,,,,,,,,,,,,,,Բռնիր ձեռքս ես վախենում եմ,Աննա Ֆրանկի օրագիրը,Թքած ունենալու նուրբ արվեստը,,,,,,,,Ինձ Պիոններ չնվիրես,Մանոն Լեսկո,Ջեյն Էյր,,,,,,,,Արմեն Նիազյան,Մարկ Մենսոն,Պարույր Սևակ,,,,,,,
Աղջիկ,Երևան,,15-18,Արկածային,Բանաստեղծություններ,Դասական,,,Դրամա,,,Ֆանտաստիկա,,,Ռոմանս,,,,,Անգլուխ Ձիավորը,Ջեյն Էյր,Ինֆեռնո,451° ըստ Ֆարենհայտի,Քաոս,Առանց ընտանիքի,Ռանչպարների կանչը,Կորած օրագիրը,Վարպետը և Մարգարիտան,Խաչագողի հիշատակարանը,Կոմս Մոմտե Քրիստո,Մուսա լեռան 40 օր,Սպարտակ,Ջենի Գերհարդ,Անատոլիական պատմություն,,,,,,Վահան Տերյան,Պարույր Սևակ,Համո Սահյան,Րաֆֆի,Շիրվանզադե,Դեն Բրաուն,,,,
Աղջիկ,Երևան,Երևան,15-18,,,,,,,,,,,,Ռոմանս,,,,"Որովհետև կարծես այդ ժանրի մեջ ավելի շատ ես լաևված լինեւմ։Սպասում նորանոր ռոմանտիկական պահերի։Եվ հաճույք ստանում,երբ սիրահարները միմյանց զարմանալի և միևնույն ժամանակ ջերմ խոսքեր են ասում։❤",Ասկանիո,Ալքիմիկոս,Աստղերն են մեղավոր,Վայր վարդեր,Թեյահոլիզմ,Ջեյն Էյր,Հավերժ քոնը,Երփներանգ շղարշը,Ապրած և չապրած տարներ,Ես սիրում էի նրան,Արտագաղթած կարոտ,Բռնիր ձեռքս ես վախենում եմ,Պան,Լուսին և վեցպենսանոց ,Նվիրվելու արվեստը կամ ձոն վարդին,Սախ մեմեդ,Սարյակ մի՛ սպանիր,Մեծն Գեթսբին,Եթե համարձակություն ունենայի,Մայրի՛կ ես սիրում եմ քեզ,Վարդգես Պետրոսյան,Պարույր Սևակ,Հարպեր Լի,Դեյլ Քանեգին,Վիլյամ Սարոյան,Կո Շեր,Աննա Գավալդա,Գոհար Նավարսադյան,Դավիթ Սամվելյան,Սոմերսեթ Մոեմ
Աղջիկ,Երևան,,15-18,Արկածային,Բանաստեղծություններ,Դասական,Կոմիքս,Դետեկտիվ.,Դրամա,Առակ,Հեքիաթ,Ֆանտաստիկա,Սարսափ,Լեգենդ,Ռոմանս,Կենսագրություն,Թրիլլեր,Երկխոսություն,,Ինձ պիոններ չնվիրես❤️,,,,,,,,,,Մի կյանքը քիչ է,,,,,,,,,,Շեքսպիր❤️ Շիրազ🌀,,,,,,,,,
Տղա,Երևան,,15-18,,,Դասական,,Դետեկտիվ.,,,,Ֆանտաստիկա,Սարսափ,,Ռոմանս,,,,,"""Три Товарища""","""Мы"" ","""Американские Боги"" ","""Отверженные"" ","""Шепчущий Во Тьме""","""Сердце-обличитель"" ","""Старик и Море"" ","""Убийство Роджера Экройда"" ","""Повелитель Мух""","""Террор"" ","Эрнест Хемингуэй ""Фиеста"" ","Федор Достоевский ""Преступление и Наказание","Николай Гоголь ""Мертвые Души""","Артур Хэйли ""Аэропорт"" ","Говард Лавкрафт ""Хребты Безумия""","Эрих Мария Ремарк ""Победная Арка"", ""Жизнь Взаими"" ","Гейман & Пратчетт ""Благие Знамения""","Никколо Макиавелли ""Государь""",,,Эрих Мария Ремарк ,Эрнест Хемингуэй,Говард Лавкрафт ,Нил Гейман,Агата Кристи,Эдгар Аллан По,Джек Лондон,Данте Алигьери,Евгений Замятин,"Стефан Цвейг, Бернард Шоу, Жюль Верн, Марк Твен, Паоло Коэльо..."
Աղջիկ,Երևան,,15-18,Արկածային,,,Կոմիքս,Դետեկտիվ.,,,,Ֆանտաստիկա,Սարսափ,,,,,,,Աննա Ֆրանկի օրագիրը,Բռնիր ձեռքս ես վախենում եմ,Ալքիմիկոսը,11 րոպե,Շահմարի Առեղծվածը,Ապրած և չապրած տարիներ,Աստղերն են մեղավոր,Եվ ոչ ոք չմնաց,,,Կհանդիպենք բարձունքում,Վերոնիկան ուզում է մեռնել,Ինձ պիոններ չնվիրես,Կորած օրագիրը,,,,,,,Վարդգես Պետրոսյան,Պաուլո Կոելյո,,,,,,,,
Աղջիկ,Սյունիք,Քաջարան,19-22,,,,,Դետեկտիվ.,Դրամա,,,Ֆանտաստիկա,,,,,,,,Վարպետը և Մարգարիտան,Առանց ընտանիքի,Բոռ,Լիր արքա,Կամելիազարդ Տիկին,,,,,,Մանոն Լեսկո,,,,,,,,,,Կարևորը գրածը սրտիս կպնի.٩(◕‿◕｡)۶ ,,,,,,,,,
Աղջիկ,Արարատ,,19-22,Արկածային,,,,Դետեկտիվ.,Դրամա,,,Ֆանտաստիկա,,,,,,,,Ջեննի Գերհարդ,Ջեյն էյր,Մանոն Լեսկո,Ամերիկյան ողբերգություն,Ես մինչ քեզ,Աստղերն են մեղավոր,Առանց ընտանիքի,Կամելիազարդ տիկինը,Այրին,Մարոն,Քույր Քերրի,Պապ թագավոր,Հանճար,Վայրի վարդեր,Մտածել ինչպես Շեռլոկը,Վերհիշելով իմ տխուր պոռնիկներին,,,,,Դրայզեր,Դյումա,Մորուա,Աբբա Պրեսկո,Ռեմարկ,Թումանյան,Տերյան,Սևակ,Սիամանթո,Պուշկին
Աղջիկ,Վայոց ձոր,,15-18,Արկածային,,,,Դետեկտիվ.,Դրամա,,,Ֆանտաստիկա,,,,,,,,«Հարրի Փոթեր» վիպաշար,«Ռոջեր Աքրոյդի սպանությունը»,«Հրաշքը»,«Նավապես Գրանտի որդիները»,«Ալքիմիկոսը»,«Աստղերն են մեղավոր»,«Սպանություն գոլֆի խաղադաշտում»,«Աղմկոտ լռություն»,«451° ըստ Ֆարենհայթի»,«Սուրբ ծննդյան երգը»,«Խորհրդավոր կղզին»,«Ծաղիկներ Էլջերնոնի համար»,«Հարրի Փոթերը և հրե գավաթը»,«Թղթե քաղաքներ»,,,,,,,Ջոան Ռոուլինգ,Ագաթա Քրիստի,Ժյուլ Վեռն ,,,,,,,
Աղջիկ,Երևան,,15-18,,,,,,,,,,,,Ռոմանս,,,,,Ջեյն Էյր,Ալքիմիկոսը,Եվ ոչ ոք չմնաց,451 աստիրճան ըստ ֆարենհայտի,Ազնիվ,Աննա Ֆրանկի օրագիրը,Ռոդենի ձմեռը,Փոխիր կյանքդ,Վեռոնիկան որոշում է մեռնել,Անծանոթուհու նամակը,Վանականը որը վաճառեց իր ֆերարին,Այնքան սպիտակ է սիրտը,Կհանդիպենք բարձրունքում ,Մանոն Լեսկոն ,Ուշացած երջանկություն,Բալենի,Աղմկոտ լռություն,Ինձ պիոներ չնվիրես,Արևածաղիկներ,Վերջը մենք ենք դնում ,Հրաչյա Մանուկյան ,Շիրվանզադե,,,,,,,,
Աղջիկ,Երևան,,15-18,Արկածային,,,,,,,,,,,Ռոմանս,,,,,Մանոն լեսկո,Աստղերնեն մեղավոր,Ապրած չապրած տարիներ,Կորած օրագիր,Կախվածություն,Ինձ պիանոներ չնվիրես,731օր քեզ համար,451° ըստ ֆարենհայի,Բալենի,հավերժ քոնը,Կորած օրագիր,Ինձ պիանոներ չնվիրես ,Կախվածություն,Բալենի,Աստղերնեն մեղավոր,451° ըստ ֆարենհայի,Հավերժ քոնը ,վայրի վարդեր,ինչպես ձեռք բերել բարեկամներ և ազդել մարդկանց վրա,արևածաղիկներ,Սյունե Սևադա,Վարդգես Քալանթարյան,Շահեն Թաթիկյան,Ալեքսան Անտոնյան,Ռեյ Բրեդբերգ,Դեյլ Քարնեգիր ,Ջոն Գրին,Ալեքսանդր Դյումա,Գոհար Նավասարդյան,Դեն Բրաուն
Աղջիկ,Վայոց ձոր,Եղեգնաձոր,15-18,,,,,,,,,,,,Ռոմանս,,,,,Դորիան Գրեյի դիմանկարը,Արհամարհանք,Հաղթական կամար,Հպարտություն և նախապածարմունք,Մանոն Լեսկո,Կնքահայրը,Առանց ընտանիքի,Կոմսուհի դը Մոնսորո,"Փոթորկից արաջ, Սիրելի բարեկամ","Կորած օրագիր, Ջենի Գերհարդ",Այնըեղ որտեղ ծաղկում են վայրի վարդեր,Պատերազմ և խաղաղություն,Ասկանիո,Տափաստանի գայլը,Կարմիրը և սևը,Վարպետը և մարգարիտան,,,,,Դրայզեր,Ռեմարկ,Վարդգես Պետրոսյան,Մոպասան,,,,,,
Աղջիկ,Երևան,,19-22,Արկածային,Բանաստեղծություններ,,,Դետեկտիվ.,Դրամա,,,Ֆանտաստիկա,,,,,,,,Մեծն Գեթսբի,Շերլոկ Հոլմս,Բռնիր ձեռքս ես վախենում եմ,Հարրի Փոթեր,Մանոն Լեսկո,Վերջին ուսուցիչը,,,,,Հարի Փոթեր,Աղջիկ ջան ուշքի արի,Աղջիկ ջան մի արդարացի,Թքած ունենալու նուրբ արվեստը,Թքել ենք բոլորս,Ես մինչ քեզ,Արտաղագթած կարոտ,,,,Վարդգես Պետրոսյան,Ջոան Ռոուլինգ,Պարույր Սևակ,Վահան Տերյան ,Արթուր Կոնան Դոյլ,Ջեկ Լոնդոն,,,,
Աղջիկ,Կոտայք,Հրազդան,19-22,Արկածային,,,,,Դրամա,,,,,,,,,Երկխոսություն,,Ապրած և չապրած տարիներ,Մանոն Լեսկո,Երիտասարդ վերթերի տառապանքները,Փոքրիկ Իշխան,Աստղերն են մեղավոր,Աշխարհի մեծագույն վաճառականը,Զոլավոր գիշերազգեստով տղան,Արտագաղթած կարոտ,Չգտնված երիցուկներ,731 օր քեզ համար,Ռոդենի Ձմեռ,Բոռը,հակաքաղաքական,Սիրելու արվեստը,,,,,,,Վարդգես Պետրոսյան ,Դավիթ Սամվելյան,Էդգար Հարությունյան ,Ինձ համար բոլոր գրքերը հեղինակններն էլ սիրելի են ՝եթե գիրքը ինձ դուր է եկել ։Մեծ Ուշադրություն չեմ դարձնում հեղինակներին ,,,,,,
Աղջիկ,Գեղարքունիք,Լիճք,15-18,,Բանաստեղծություններ,,,,Դրամա,,,,,,Ռոմանս,,Թրիլլեր,,,《 Ալքիմիկոսը 》, 《 Կախվածություն 》 , 《 Երեք ընկեր 》 , 《 Վարպետն ու Մարգարիտան 》 ,《 Անատոլիական պատմություն 》 ,《 Գևորգ Մարզպետունի 》,《 Ծաղկած փշալարեր 》 ,《 Սիրելու Արվեստը 》 ,,,《 Герой нашего времени 》 ,"《 Վանականը, որը վաճառեց իր Ֆերարին》",《Կորած Օրագիրը》,《 Ապրելու ժամանակը և մեռնելու ժամանակը》,《 Թշվառները 》 ,《 451 աստիճան ըստ Ֆարենհայթի》,《 Մանոն Լեսկո 》,《 Թքել ենք բոլորս 》 ,《 Զգացական Դաստիարակություն 》,《 Ինձ Պիոններ չնվիրես 》,Մարկ Արեն,Ռեմարկ ,Բուլգակով,Մարկ Արեն ,Սյունե Սևադա,Պաուլո Կոելիո ,Պ. Սևակ ,Եղիշե Չարենց ,Ալեքսանդր Դյումա,Լերմոնտով
Աղջիկ,Կոտայք,,15-18,,,,,,Դրամա,,,,,,,,,,,Յ՞ո երթաս,Կոմս-Մոնտե Քրիստո,Կամելիազարդ տիկինը,Մեծն Գեթսբի,Երեք ընկեր,Ռոջեր Աքրոյիդի սպանությունը,Ինդիանա,Մանոն Լեսկո,Հպարտություն և նախապաշարմունք,Ալքիմիկոսը,Ու՞ր է իմ պանիրը,Անասնաֆերմա,Օծանելիք,Սրտխառնոց,Օսկարը և վարդագույն տիկինը,Այնքան սպիտակ սիրտը,Ինֆերնո,Կեցության անտանելի թեթևություն,Սիրելի բարեկամ,Զգացմունք և բանականություն,Էրիխ Մարիա Ռեմարկ,Հենրիկ Սենկևիչ,Ալեքսանդր Դյումա,Ագաթա Քրիստի,Գաբրիել Գարսիա Մարկես,Ջեին Օսթին,,,,
Աղջիկ,Շիրակ,Գյումրի,15-18,,,,,,,,,,,,Ռոմանս,,,,,Ջեյն Էյր,Աստղերն են մեղավոր,Ռոդենի ձմեռը,Արտագաղթած կարոտ,ՀակաՔԱՂԱՔական,Կոմս Մոնտե Քրիստո,Ինձ պիոններ չնվիրես ,Անծանոթուհու նամակը,Արևածաղիկներ,Չսիրելուց 2 օր անց ,Հավերժ քոնը,Անվերջ կրիաներ,Կամելիազարդ տիկինը,Աննա Կարենինա,Հայրիկ դու խենթ ես,Մայրիկ ես սիրում եմ քեզ,Տափաստանի գայլը,Խաչագողի հիշատակարանը,Սամվել,Արամ Պաչյան <>,Դավիթ Սամվելյան,Ալեքսանդր Դյումա,Ջոն Գրին,Շիրվանզադե,Չարենց,Սևակ,Գոհար Նավասարդյան,Արամ Պաչյան,Անահիտ Ղազախեցյան,Րաֆֆի
Աղջիկ,Արարատ,,15-18,Արկածային,,,,,,,,,,,,,,,,Karmraher kiny,Manon leskon,Jandarmy ,Veronikan voroshum e mernel,Im inqnaspanutyunic 50 or araj,Brnir dzerqs es vaxenum em,Sev kakach,Haxtakan kamar,Aynqan spitak sirty,Astxern en mexavor,,,,,,,,,,,Պաուլու կոելյո,,,,,,,,,
Աղջիկ,Սյունիք,,15-18,Արկածային,,Դասական,,Դետեկտիվ.,,,,,,,Ռոմանս,,,,,"Ագաթա Քրիստի ""Սպանություն գոլֆի խաղադաշտում""","Ագաթա Քրիստի ""Էնդհաուզի առեղծվածը""","Ագաթա Քրիստի ""Արևելյան ճեպընթացը""","""The third twin""",The Notebook,,,,,,The subtle way of not giving a fu*ck,Սիրո 5 լեզուները,,,,,,,,,Ագաթա Քրիստի,Մարկ Թվեյն,Նիկոլաս Սպառկս,Շեքսպիր,,,,,,
Աղջիկ,Սյունիք,,12-14,,,Դասական,,,,,,,,,,,,,,Նամուսը,Մխիթար Սպարապետ,Ես և Նա,,,,,,,,"Շիրվանզադե ""Պատվի համար""","""Մորգանի խնամին""",Դորիան Գրեյի դիմանկարը,,,,,,,,Շիրվանզադե,Ակսել Բակունց,Ավետիք Իսահակյան,Պարույր Սևակ,,,,,,
Աղջիկ,Երևան,,15-18,,,,,,Դրամա,,,,,,Ռոմանս,,,,,Ինձ պիոններ չնվիրես,Աստղերն են մեղավոր ,Բռնիր ձեռքս ես վախենում եմ ,,,,,,,,,,,,,,,,,,Սյունե Սևադա,,,,,,,,,
Աղջիկ,Արագածոտն,,15-18,,,,,,Դրամա,,,,,,,,,,,Մեր  մանկության  կայարանները,Ապրած  և չապրած  տարիներ,Երջանիկ  մահ,100 տարվա  մենություն,,,,,,,Աստղերն  են մեղավոր,,,,,,,,,,Պարույր  Սևակ,Եղիշե  Չարենց,Վահան  Տերյան,Վարդգես  Պետրոսյան,Համո  Սահյան,,,,,
Աղջիկ,Արարատ,Արտաշատ,15-18,Արկածային,Բանաստեղծություններ,Դասական,,,Դրամա,,,Ֆանտաստիկա,,,Ռոմանս,,,Երկխոսություն,,"Դորիան Գրեյի դիմանկարը,Իմ ինքնասպանությունից 50 օր առաջ","Առանց ընտանիքի,Ես մինչ քեզ ",Այնտեղ որտեղ ծաղկում են վայրի վարդեր.անատոլիական պատմություն,"Ծաղիկներ Էլջերնոնի համար,Դղյակը","Ոճիր և պատիժ,Լուսին և վեց պենսանոց","Կախվածություն,Լիլիթ,Սիամանթո և Խջեզարե","Աղջիկ ջան ուշքի արի,Հասարակաց որդեգիրը,Խենթը,Երեսնամյա կինը","Փրկություն,Կամելիազարդ տիկինը,Արտիստը,Պեպո,Ես և նա","Ջեյն Էյր,Աստղերն են մեղավոր, Երբ թերթում ենք կյանքի փակ էջերը","Ռոդենի ձմեռը,Կյանքը խաչմերուկում,Այրվող խավար",Վերջին ուսուցիչը,Բռնիր ձեռքս.ես վախենում եմ,Վարդանանք(գիրք 2),Մոբի Դիք,Մայրիկ,Խավարից այն կողմ,Ինձ պիոններ չնվիրես,Մուսա լեռան 40 օրը ,Ջենի Գերհարդ,Ալքիմիկոսը,"Րաֆֆի,Շիրվանզադե,Նար֊Դոս,Շիրազ,Իսահակյան,Գ. Սունդուկյան","Գալուստ Գալստյան,Վահան Գրիգորյան",Շառլոթ Բրոնտե,Օսկար Ուայլդ,Ջոն Գրին ,Օնորե դը Բալզակ ,Ֆյոդոր Դոստոևսկի,"Մարկ Արեն,Սյունե Սևադա","Դավիթ Սամվելյան,Ջոջո Մոյես","Ռեյչլ Հոլիս,Դենիել Քիզ"
Աղջիկ,Արագածոտն,Ք. Աշտարակ/ Բազմաղբյուր,15-18,,,,,,Դրամա,,,,,,,,,,,Գաբրիել Գարսիա Մարկես -Հարյուր տարվա մենություն,Ժորժ Սանդ _Ինդիանա,Ագաթա Քրիստի _ Ռոջեր Աքրոյդի սպանությունը,Հեկտոր Մալո_ Առանց ընտանիքի,Ալեքսանդր Դյումա _ Ասկանիո,Աննա Ֆրանկի օրագիրը,Շիրվանզադե_ Քաոս,Աստվածաշունչ,Պաուլո Կոելիո _ Ալքիմիկը ,Դոստոևսկի_ Ապուշը,Թռիչք կկվի բնի վրայով ,Զոլավոր գիշերազգեստով տղան ,Սերը ժանտախտի օրերին ,,,,,,,,Օսկար Ուայլդ,Ագաթա Քրիստի,Պարույր Սևակ,Համո Սահյան ,Վահան Տերյան ,,,,,
Աղջիկ,Երևան,,19-22,,,Դասական,,,,,,,,,,,,,,Paruyr sevak,Manon lesko,,,,,,,,,Manon lesko,,,,,,,,,,Hamo saryan ,Paruyr sevak,,,,,,,,
Աղջիկ,Արարատ,,19-22,Արկածային,,Դասական,,Դետեկտիվ.,Դրամա,,,Ֆանտաստիկա,Սարսափ,,,Կենսագրություն,Թրիլլեր,,,Թեդոր Դրայզեր «Ֆինանսիստ»,Թ.Դրայզեր «Ամերիկյան ողբերգություն»,Թ.Դրայզեր«Ջեննի Գերհարդ»,Մայն Ռիդ «Անգլուխ ձիավորը»,Է.Վոյնիչ«Բոռ»,Էլիֆ Շավակ«Ստամբուլի ընկեցիկը»,Շառլոտ Բրոնտե «Ջեյն Էյր»,Էմիլի Բրոնտե «Մոլեգին հողմերի դարավանդ»,Աննա Ֆրանկի օրագիրը,Աբբա Պրևո Մանոն Լեսկո,Մանֆրեդ Նապոլեոն,Ազնավուրը Ազնավուրի մասին ,Մարիո Պյուզո «Կնքահայրը»,Մարքս «Կոմունիստական կուսակցության մանիֆեստը»,Ադոլֆ Հիտլեր «Իմ պայքարը»,Մ.Բուլգակով «Շան սիրտ»,Է.Ռեմարկ «Կյանքի կայծը»,Ռեմարկ «Ապրելու ժամանակը և մեռնելու ժամանակը»,Կազուո Իսիգուրո«Մի լքիր ինձ»,Իրվինգ Սթոուն «կյանքի ծարավը»,Վարդգես Պետրոսյան,Թեոդոր Դրայզեր,Ալեքսանդր Դյումա,Էռնեստ Հեմինգուեյ,Էդգար Պո,Գաբրիել Գարսիա Մարկես,Էրիխ Մարիա Ռեմարկ,,,
Աղջիկ,Երևան,,19-22,,,Դասական,,,,,,,,,,,,,,Manon lesko,Parury sevak,,,,,,,,,,Manon lesko,,,,,,,,,Hamo saryan,Paruyr sevak,,,,,,,,
Աղջիկ,Արմավիր,Էջմիածին,15-18,,,,,,,,,,,,Ռոմանս,,,,Որտեղ սեր կա շատ,Արտաշես Քալաթարյան «քնություն»,Գրիգոր Բալասանյան«ով հանգցրեց լույսը»,Վարդգես Պետրոսյան «ապրած չապրած տարիներ»,«Մանոն Լենսկո»,Վարդգես Պետրոսյան «վերջին ուսուցիչ »,Շառլոտ Բրոնտը« Ջեյն էիր»,Խրիմյան Հայրիկ«Դրախտի ընտանիք »,,,,«Սոս ու Վարդիթեր»,«Անատոլիական պատմություն »,,,,,,,,,Վարդգես Պետրոսյան,Արտաշես Քալաթարյան,,,,,,,,
Աղջիկ,Արարատ,Արտաշատ,15-18,Արկածային,,,,,Դրամա,,,Ֆանտաստիկա,,,,,,,,Աստղներն են Մեղավոր,Ես մինչ քեզ,Ջեյն Էյր,Ջեննի Գերհարդ,Պարոն Դալդրիի տարօրինակ ճամփորդությունը,Վերջին ուսուցիչը,Ալքիմիկոսը,Փորձության ժամին,Բանալի,Փոքրիկ Իշխանը,Անգլուխ ձիավորը,Ասկանիո,Բոռ,Ապրած և չապրած տարիներ,Ամերիկյան Ողբերգություն,Ֆինանսիստ,Մանոն Լեսկո,Աննա Ֆրանկի օրագիրը,Զոլավոր գիշերազգեստով տղան,Ինչու ես տխուր,Ջոն Գրին,Ջոջո Մոյես,Շառլոթ Բրոնտե,Վարդգես Պետրոսյան,Մարկ Արեն,Մարկ Լևի,Թեոդոր Դրայզեր,Պաուլո Կոելյո,Վիկտոր Բալայան,Մայն Ռիդ
Աղջիկ,Շիրակ,Ազատան,15-18,,,,,,Դրամա,,,,,,,,,,,Ջոջո Մոյես 《Ես մինչ քեզ》,Ալեքսանդր Դյումա 《Ասկանիո》,Վահրամ Ալազան 《Հյուսիսային աստղ》,Արմեն Նիազյան 《Բռնիր ձեռքս. ես վախենում եմ 》,Գոհար Նավասարդյան 《Ինձ պիոններ չնվիրես》,Դեյլ Քարնեգի 《Ինչպես ձեռք բերել բարեկամներ և ազդել մարդկանց վրա》,Սումմեյե Կոչ 《Ветреный》,Անտուան դը սենտ էքզյուպերի 《Փոքրիկ Իշխանը》,Ռոմեն Ռոլան 《Հմայված հոգին》,Վարդգես Պետրոսյան 《Ապրած և չապրած տարիներ》,Ջեն Էյր,Սիրո հինգ լեզուները ,Արևածաղիկներ,,,,,,,,Գոհար Նավասարդյան ,Պարույր Սևակ,Ջոջո Մոյես ,Վարդգես Պետրոսյան ,Վահան Տերյան ,Ալեքսանդր Դյումա,Դեյլ Քարնեգի ,Արմեն Նիազյան,Դավիթ Սամվելյան ,Հուսիկ Արա
Աղջիկ,Երևան,,23+,,,,,,Դրամա,,,,,,,,,,,im imqnaspanutyunoc 100 or araj,mexramis parizum,tqac unenalu nurb arvest@,aprac ev chaprac rariner@,ayntex ur caxkum en vayri varder@,kamqi uj,brnir dzerqs es vaxenum em,hreshner ev hreshtakner,es minch qez,mec tan poqrik tiruhin,,,,,,,,,,,Jek London,Vardges petrosyan,Mark aren,Mark Menson,Nar dos,Armen Niazyan,H. Tumanyan,,,
Աղջիկ,Երևան,,19-22,,,,,,,,,,,,Ռոմանս,,,,,,Manon lesko,,,,,,,,,Manon lesko,Hamo saryan,,,,,,,,,Dzerqs brnir es vaxenum em,,,,,,,,,
Աղջիկ,Արագածոտն,Բազմաղբյուր,15-18,,,Դասական,,,,,,,,,,,,,,«Տարեկանի արտում՝ անդունդի եզրին»,«Փոքրիի իշխանը»,«Աստղերն են մեղավոր»,«Հայր  Գորիո»,«Թերեզ Դեսքեյրու»,«Խորհրդավոր կղզին»,«Սամվել»,«Ալքիմիկոսը»,«Ապրած և չապրած տարիներ»,,«Սերը ժանտախտի ժամանակ»,«Հպարտություն և նախապաշարմունք»,«Աննա Ֆրանկի օրագիրը»,,,,,,,,Ժյուլ Վեռն,Պաուլո Կոելիո,Պարույր Սևակ,Ջոն Գրին,Վահան Տերյան,Վարդգես Պետրոսյան,,,,
Աղջիկ,Արագածոտն,Գյուղ,15-18,,,,,,,,,,,,Ռոմանս,,,,,Վ. Պետրոսյան <>,<>,,,,,,,,,Դ.Գլաթաուեր  <>,,,,,,,,,,Պարույր Սևակ,Վահան Տերյան,Համո Սահյան,Վ.Պետրոսյան,Սերգեյ Եսենին,,,,,
Աղջիկ,Երևան,,23+,,,,,,,Առակ,,,,Լեգենդ,,Կենսագրություն,,Երկխոսություն,,No com,No com,,,,,,,,,,,,,,,,,,,No com,,,,,,,,,
Աղջիկ,Արարատ,,19-22,,Բանաստեղծություններ,,,Դետեկտիվ.,,,,,,,Ռոմանս,,,,,"Գոհար Նավասարդյան ""Ինձ Պիոններ չնվիրես""","Դավիթ  Սամվելյան""Ռոդենի ձմեռը""","Տա Թևեր ""731 օր քեզ համար""","Ջոջո Մոյես ""Ես մինչ քեզ""","Ջոն  Գրին ""Աստղերն են մեղավոր""","Դանել  Սմիթ  ""Մտածել ինչպես  Շեռլոկը""","Դանել Սմիթ ""Մտածել ինչպես Այնշթայնը""","Էրիխ Ֆրոմ ""Սիրելու Արվեստը""","Լերմոնտով "" Մեր ժամանակների հերոսը""","Արմեն Նիազյան ""Բռնիր ձեռքս  ես վախենում եմ""","Անրի  Պերոշ  ""Վան Գոգի  կյանքը","Մարկ  Արեն  ""Սուրբ  ծննդյան հրեշտակը""","Ֆրեդերիկ Բեգբեդեր ""Սերն ապրում է 3տարի""","Վարդգես  Պետրոսյան ""Ամենակարևոր բաները մենք իրար չասացինք""","Գոհար  Նավասարդյան ""Հուշացացծ  ակնթարթներ""","Պետրոս Հոկտանյան ""Մեզանից հետո""","Լիլի Մկրտչյան  ""Թեյահոլիզմ""","Չառլի Չապլին  ""Երբ ես ինձ սիրեցի""","Վիլյամ  Սարոյան  ""Քո  կյանքի ժամերը""","Վարդգես  Պետրոսյան""Անցած  տարվա  ծաղիկներ""",Գոհար  Նավասարդյան,Պետրոս  հոկտանյան,Պարյուր Սևակ,Վարդգես  Պետրոսյան,Ալեքսանդր  Շիրվանզադե,Տա Թեվեր,Դավիթ  Սամվելյան,Դանել  Սմիթ,Վահան  Տերյան,Հովիկ  Չարխչյան
Տղա,Գեղարքունիք,,23+,Արկածային,Բանաստեղծություններ,Դասական,,Դետեկտիվ.,Դրամա,Առակ,Հեքիաթ,Ֆանտաստիկա,,Լեգենդ,Ռոմանս,Կենսագրություն,,,,Մտածիր և հարստացիր,Աշխարհի ժողովուրդների հեքիաթները,Ճապոնական պոեզիա,Բառարաններ,Հանրագիտարաններ,Հին Արևելքի Պոեզիա,Համլետ,Աբու Լալա Մահարի,Երեք ընկեր,Այսպիսի սեր,Հայ ժողովրդի պատմություն,Գարեգին Նժդեհ,,,,,,,,,"Ատոմ Հակոբյան, Ե. Չարենց","Նարինե Բալասբեկյան, Սայաթ Նովա","Պարույր Սևակ, Ա. Պուշկին","Հ. Թումանյան, Վ. Շեքսպիր","Հ. Շիրազ, Հ. Մաթևոսյան","Ա. Բակունց, Ս. Խանզադյան","Է. Մ. Ռեմարկ, Է. Հեմինգուեյ","Ջ. Լոնդոն, Ս. Մոեմ","Ժ. Վեռն, Ու. Ուիթմեն","Ժ. Սիմենոն, Դ. Քարնեգի"
